Jakarta,Surabaya,Semarang,Cilacap
0.9302157,0.7985145,0.5746004,1.616256
0.9905807,1.130256,0.5966729,1.751558
1.010379,1.44158,0.6182139,1.676773
0.9845839,1.660382,0.6188668,1.420107
0.9271741,1.74615,0.5889255,1.058687
0.8578751,1.698907,0.5350118,0.6976392
0.7859869,1.557625,0.4740718,0.4426317
0.7057351,1.387562,0.4226515,0.3719742
0.6074455,1.262116,0.3901999,0.5154414
0.4931528,1.241373,0.3808301,0.8463153
0.3810175,1.355683,0.3989942,1.28777
0.2942304,1.596246,0.450805,1.732101
0.2440421,1.916734,0.538448,2.067944
0.2236697,2.244571,0.6519843,2.208769
0.2178714,2.498938,0.7676538,2.114776
0.219737,2.611244,0.8563639,1.803204
0.2379497,2.54282,0.8967994,1.344037
0.2878499,2.294444,0.8843557,0.8424137
0.3750084,1.907203,0.8297056,0.4125889
0.4865773,1.451995,0.7503022,0.1492377
0.599252,1.013781,0.6621728,0.1047932
0.6961172,0.6709293,0.5780862,0.2766999
0.7767522,0.4782649,0.5102347,0.6097493
0.8516212,0.4550925,0.471314,1.010849
0.9261183,0.5832675,0.4701679,1.373733
0.9907311,0.8138776,0.5043127,1.606496
1.026136,1.081282,0.557125,1.654779
1.019364,1.320616,0.6031804,1.515288
0.9748724,1.48397,0.6204137,1.23558
0.9104578,1.551536,0.6000445,0.9010409
0.841719,1.53472,0.5489568,0.6118766
0.7696307,1.470555,0.4838012,0.4563202
0.6831811,1.410091,0.4229164,0.4875428
0.574327,1.402776,0.3820124,0.7092256
0.4507138,1.481855,0.3738838,1.074498
0.3343488,1.653876,0.4085908,1.4971
0.2467139,1.896432,0.4903336,1.873784
0.1950201,2.162682,0.6115732,2.110244
0.1712239,2.392823,0.7507512,2.144866
0.1650286,2.529001,0.8763359,1.964514
0.1767846,2.529831,0.9578143,1.607357
0.2182397,2.380838,0.9765825,1.153689
0.2998354,2.098605,0.9313032,0.7054819
0.41678,1.726752,0.8353943,0.3610691
0.5478044,1.326644,0.7104879,0.1914239
0.6679762,0.9633337,0.5805518,0.2231105
0.7646322,0.6913809,0.4686305,0.433316
0.8418341,0.5440259,0.3945757,0.7566971
0.9099005,0.5276077,0.3713182,1.103501
0.9710818,0.6226156,0.3996224,1.383059
1.014452,0.7908816,0.4656027,1.526846
1.025422,0.9864654,0.5435789,1.505807
0.99947,1.167694,0.6051227,1.33653
0.9471803,1.306876,0.6292796,1.076102
0.8851567,1.395616,0.6093682,0.8060947
0.8213095,1.44441,0.5534144,0.6105934
0.7491138,1.477546,0.4798409,0.5537924
0.6558473,1.524069,0.4118584,0.6629979
0.5381834,1.608011,0.3724166,0.9213279
0.409525,1.740316,0.3800461,1.271704
0.2934648,1.914404,0.4440707,1.631332
0.2084684,2.10723,0.5602993,1.912777
0.1584299,2.283541,0.7095628,2.045772
0.1367757,2.405015,0.8609171,1.994741
0.1387286,2.439138,0.9801187,1.767781
0.169335,2.367557,1.039178,1.414225
0.2385397,2.190228,1.024164,1.012064
0.3481704,1.926559,0.9378485,0.6486206
0.4837937,1.611029,0.7980567,0.399221
0.6196447,1.286251,0.6331327,0.3093814
0.7338843,0.9945276,0.4759311,0.3849455
0.8198239,0.7700465,0.3570003,0.592035
0.8850405,0.6333022,0.2974031,0.8672783
0.9387193,0.5890009,0.3032879,1.135055
0.9808754,0.6272658,0.3639909,1.326956
1.002094,0.7282259,0.4555818,1.399153
0.9939462,0.8675941,0.5480567,1.342645
0.9587567,1.022613,0.6140417,1.18459
0.9086115,1.176348,0.6359239,0.9795298
0.8544474,1.319998,0.6095697,0.7948007
0.7959634,1.452541,0.5452212,0.6918329
0.721929,1.578172,0.4652159,0.7100964
0.6221958,1.702767,0.3988545,0.856443
0.499459,1.830219,0.3745631,1.103337
0.3716527,1.959652,0.4108726,1.395881
0.2614102,2.084256,0.5099696,1.665533
0.1836759,2.191885,0.6559152,1.84746
0.1407161,2.267624,0.8192499,1.896437
0.128805,2.296577,0.9649763,1.798094
0.1476118,2.267211,1.061221,1.571992
0.2026482,2.174105,1.085695,1.266087
0.2977541,2.019575,1.0298,0.9455639
0.4253688,1.813902,0.9010275,0.6759062
0.5644899,1.573647,0.7231413,0.5082257
0.6902873,1.320413,0.5321916,0.467241
0.7868847,1.077396,0.3681916,0.547261
0.8539439,0.8671508,0.2635314,0.7149695
0.9007086,0.7086788,0.2335448,0.9192369
0.9350448,0.6156517,0.2729296,1.104908
0.9563277,0.5950895,0.3600887,1.226864
0.9587943,0.6467276,0.4654541,1.260875
0.9399816,0.7632384,0.5600229,1.208793
0.9053078,0.9311823,0.6207618,1.096512
0.8637234,1.132822,0.6339976,0.9663626
0.8185364,1.348379,0.5983823,0.8649477
0.7631032,1.558244,0.5274307,0.8307572
0.6859965,1.745987,0.4485799,0.8837424
0.5822371,1.899698,0.3963147,1.020248
0.4606408,2.013906,0.3998572,1.214021
0.3406749,2.088578,0.4716647,1.422738
0.2425336,2.128444,0.6021225,1.598613
0.177779,2.140644,0.7640672,1.700287
0.1488082,2.131941,0.9225235,1.702566
0.1546568,2.106306,1.044682,1.602452
0.1964169,2.063353,1.105194,1.419154
0.2757909,1.998445,1.088538,1.18939
0.3883878,1.904359,0.9913955,0.9582401
0.5192453,1.773841,0.8264143,0.7687457
0.6459712,1.604054,0.6238734,0.6521583
0.7488328,1.398965,0.4265791,0.6221006
0.8195272,1.171989,0.2771602,0.6722349
0.8623102,0.9448931,0.2033837,0.7796808
0.886878,0.7460491,0.2091586,0.9116208
0.899937,0.6047174,0.2770401,1.033931
0.902389,0.5457588,0.3782895,1.119622
0.8927543,0.5833886,0.4838795,1.154711
0.8721891,0.7175275,0.5701118,1.140523
0.8449958,0.9323862,0.6195884,1.092283
0.8138532,1.198689,0.6221626,1.034014
0.7752952,1.478933,0.5792137,0.9916127
0.7201782,1.734877,0.5082549,0.9860493
0.640861,1.934862,0.4414874,1.027643
0.5386167,2.060458,0.4152912,1.11391
0.4260167,2.10903,0.4540789,1.229853
0.321615,2.093896,0.558971,1.351923
0.2419401,2.038817,0.7078374,1.453669
0.1965583,1.971805,0.8662523,1.511876
0.1885907,1.916366,1.000619,1.511655
0.2182474,1.88536,1.085452,1.449953
0.2842012,1.877187,1.103941,1.335719
0.3813622,1.876283,1.046762,1.187932
0.4979405,1.857983,0.9150973,1.031275
0.6158225,1.796221,0.7267947,0.8910929
0.7164021,1.672309,0.5180916,0.788474
0.7876264,1.482221,0.3353992,0.7362483
0.8279437,1.24046,0.2180754,0.7372844
0.8440457,0.9792004,0.1831752,0.784959
0.8451478,0.7419671,0.2211577,0.8646587
0.8382219,0.5747458,0.3054163,0.958124
0.8268435,0.5145714,0.4063482,1.046761
0.8129039,0.5803869,0.5009376,1.115859
0.7976135,0.7673601,0.5729882,1.156885
0.7805822,1.046449,0.6100626,1.168738
0.7578935,1.370551,0.6044289,1.157372
0.7221838,1.684194,0.5600448,1.133724
0.6665123,1.936156,0.4983375,1.111225
0.5890747,2.090955,0.4544196,1.102106
0.4963121,2.135939,0.4617181,1.114664
0.4013674,2.084174,0.5346443,1.151168
0.3197133,1.96901,0.6608258,1.207038
0.264588,1.835253,0.8086904,1.271481
0.2444862,1.726312,0.943287,1.329663
0.2629137,1.672703,1.038664,1.36584
0.3182559,1.683666,1.079756,1.366984
0.4036355,1.744539,1.057646,1.325944
0.5066524,1.821514,0.9674147,1.243614
0.6113963,1.870669,0.8138016,1.129677
0.7020095,1.851682,0.6192567,1.001306
0.7672163,1.739361,0.4241614,0.8800113
0.8029512,1.533182,0.2736037,0.7875717
0.8119316,1.259452,0.1979467,0.7413419
0.801382,0.9665592,0.200171,0.7505048
0.7802855,0.7144891,0.2591239,0.8134028
0.7571611,0.5598512,0.3448379,0.9176025
0.738492,0.5421601,0.4334234,1.042249
0.7269363,0.6726338,0.5111021,1.162238
0.7203999,0.9308371,0.5688109,1.253867
0.7121377,1.268305,0.5968918,1.300364
0.6936862,1.619468,0.5887539,1.295447
0.6583414,1.917146,0.5507326,1.245384
0.6045257,2.108039,0.5073196,1.167262
0.5362958,2.165779,0.4930548,1.084995
0.4621263,2.095808,0.5336612,1.023453
0.3927703,1.933731,0.6303694,1.001884
0.3397417,1.734943,0.7591822,1.028855
0.3139118,1.559632,0.8851025,1.099337
0.3233421,1.45695,0.9798204,1.195621
0.3699926,1.451533,1.029286,1.291396
0.4476094,1.537473,1.0287,1.357902
0.542101,1.679917,0.9744894,1.371946
0.6361201,1.824816,0.8638202,1.32209
0.7144279,1.914146,0.7041056,1.212548
0.7680594,1.90209,0.5213351,1.063114
0.7943461,1.769328,0.3566009,0.9054159
0.7950619,1.528985,0.248609,0.7751925
0.7743747,1.225643,0.2146772,0.7040607
0.7391191,0.924815,0.2440979,0.7109534
0.6989604,0.6967815,0.3091265,0.797278
0.6650095,0.5991858,0.383484,0.9454705
0.6452298,0.6611537,0.4534579,1.122775
0.6401711,0.8760178,0.5148696,1.288851
0.6418195,1.200834,0.5629708,1.405457
0.6382862,1.567209,0.5882997,1.446005
0.6202701,1.897481,0.5845018,1.402627
0.5859685,2.123179,0.5599383,1.287902
0.5401324,2.202506,0.5403872,1.132643
0.4902843,2.129466,0.5558097,0.9778139
0.4432018,1.93528,0.6208614,0.8644194
0.4052698,1.679526,0.7239346,0.8227366
0.3845166,1.434253,0.8343644,0.8643733
0.3906572,1.265298,0.9212183,0.9788418
0.4307141,1.214461,0.9683068,1.135782
0.5028571,1.289596,0.974224,1.292537
0.5939666,1.461919,0.9416143,1.405216
0.6839027,1.674937,0.868525,1.440198
0.7543565,1.859092,0.752526,1.383442
0.7960883,1.951493,0.6027177,1.244748
0.8091306,1.9133,0.4468865,1.056261
0.7981773,1.740744,0.3228725,0.8645278
0.767332,1.467737,0.2590255,0.7190637
0.7202107,1.157498,0.2584612,0.6593682
0.6633554,0.8870797,0.30071,0.7046275
0.6085986,0.7274018,0.3582738,0.8478895
0.5694026,0.7241926,0.4143404,1.056974
0.5530414,0.8862642,0.4667346,1.282344
0.5550739,1.181495,0.5180449,1.468896
0.5615261,1.544879,0.5639983,1.570213
0.5582431,1.893791,0.5932344,1.560331
0.5397106,2.148907,0.5992247,1.44071
0.511016,2.253814,0.591978,1.240563
0.4819321,2.189235,0.5958627,1.009304
0.4593395,1.977433,0.6333416,0.8048696
0.4453588,1.676345,0.7069575,0.678095
0.4415768,1.364491,0.7959881,0.6602799
0.4539987,1.120524,0.8701377,0.7547083
0.4918483,1.003052,0.9090493,0.935428
0.5597166,1.035983,0.9107027,1.154044
0.6497802,1.20217,0.883788,1.351973
0.7418747,1.449249,0.8336,1.475875
0.8130321,1.703059,0.7566741,1.49163
0.8491957,1.888757,0.6496942,1.393702
0.8503465,1.949981,0.5228261,1.207166
0.8252526,1.865084,0.4033328,0.981442
0.7823461,1.652944,0.3223713,0.7777704
0.7249479,1.368447,0.2958827,0.6531909
0.6551057,1.088567,0.3152579,0.6454579
0.5805196,0.8915981,0.3563448,0.7624685
0.516054,0.8368336,0.398546,0.9796095
0.4763452,0.9482299,0.4371381,1.245177
0.4653025,1.206851,0.4793009,1.493328
0.4721829,1.555677,0.5296973,1.660627
0.4790458,1.912499,0.580833,1.70245
0.4736892,2.191654,0.6184198,1.605005
0.4576449,2.324635,0.6360909,1.389043
0.4425471,2.278438,0.6446246,1.105273
0.4393337,2.063531,0.6648927,0.8216936
0.4504105,1.731385,0.7102026,0.6064857
0.4716567,1.361756,0.7731852,0.510782
0.5011798,1.041701,0.8300486,0.5550919
0.5446151,0.8443661,0.8578826,0.7245772
0.6105357,0.8100613,0.8504082,0.972626
0.6992991,0.9368941,0.8179384,1.232934
0.795957,1.182157,0.7741208,1.436915
0.8754203,1.47371,0.7221128,1.531452
0.9164515,1.73028,0.6547949,1.493273
0.9135633,1.882221,0.5676689,1.334865
0.8766634,1.890867,0.4714785,1.101592
0.8202578,1.758081,0.3904894,0.8598475
0.7523374,1.52599,0.3471426,0.6795639
0.6733134,1.26554,0.3457977,0.6156297
0.5845064,1.056988,0.371151,0.6926592
0.4963769,0.9687716,0.4020792,0.8981722
0.4269326,1.037973,0.4288275,1.184798
0.3897929,1.260007,0.4578049,1.481953
0.3834603,1.588614,0.5006301,1.713673
0.3916331,1.946832,0.5588643,1.818204
0.395824,2.246578,0.6195603,1.764398
0.3898385,2.410766,0.6658141,1.55989
0.3830557,2.393335,0.6921796,1.250016
0.3907357,2.191387,0.709257,0.9065639
0.4204172,1.846153,0.7331238,0.6098246
0.4672585,1.433341,0.7686503,0.4285584
0.521489,1.043757,0.8033938,0.402114
0.57997,0.7613863,0.8171131,0.5310812
0.649285,0.6422542,0.7990146,0.7769666
0.7363303,0.7015414,0.7563854,1.072747
0.8357227,0.9102663,0.7070783,1.339829
0.9260599,1.204421,0.6635044,1.509351
0.9811274,1.502229,0.6230877,1.539854
0.986138,1.725844,0.5745589,1.427999
0.9460996,1.822129,0.512952,1.209543
0.8788549,1.775835,0.4486444,0.9498709
0.8,1.613465,0.4014668,0.7264165
0.7136995,1.395002,0.3847932,0.608203
0.6171496,1.197582,0.395144,0.6366781
0.512895,1.0939,0.4164956,0.8145487
0.4155947,1.13151,0.4358047,1.103783
0.3450855,1.319783,0.4546517,1.435088
0.3118808,1.625225,0.4860601,1.72497
0.3081879,1.979974,0.5400769,1.897478
0.3146294,2.297887,0.6112705,1.903917
0.3162828,2.49671,0.6810038,1.735689
0.3150987,2.519352,0.7313364,1.427269
0.3264743,2.348686,0.7583966,1.047854
0.3646948,2.01273,0.7720853,0.6843205
0.429965,1.578131,0.7836299,0.4191791
0.5095196,1.134322,0.7928709,0.3101971
0.5903284,0.7715411,0.7879598,0.3758941
0.6706069,0.5590383,0.757667,0.5910331
0.7580588,0.5291667,0.7043353,0.8940463
0.8566549,0.6701499,0.6446624,1.202803
0.9545924,0.931129,0.5972715,1.436816
1.026815,1.23624,0.5681563,1.537609
1.050211,1.504875,0.5477872,1.484358
1.019819,1.673468,0.5217312,1.299031
0.9502987,1.71107,0.4853842,1.040233
0.8631053,1.627062,0.4481944,0.7874965
0.7703349,1.466858,0.4250909,0.6197522
0.6706849,1.299264,0.4225447,0.594132
0.5598227,1.196164,0.4340826,0.7300687
0.4437951,1.212318,0.4484594,1.003194
0.3416002,1.36924,0.4625516,1.350958
0.273162,1.647988,0.4859076,1.688063
0.243823,1.992696,0.5319197,1.928428
0.2408272,2.323835,0.6035527,2.007042
0.2449474,2.558351,0.6871602,1.897402
0.2481277,2.630897,0.7599356,1.6186
0.2598736,2.510524,0.805191,1.231162
0.2977816,2.20983,0.8211661,0.8221551
0.3701899,1.782004,0.8172395,0.4832671
0.4680099,1.309129,0.8015735,0.2882364
0.5723519,0.8820794,0.7734244,0.2744368
0.6703336,0.5793752,0.7269311,0.4339376
0.7632929,0.4487308,0.662175,0.7164531
0.8594171,0.4973154,0.5917734,1.042579
0.9584853,0.6914589,0.535163,1.325348
1.043559,0.9673717,0.5053187,1.492402
1.089265,1.248387,0.499226,1.505185
1.07992,1.465887,0.5010537,1.368611
1.020741,1.576239,0.4955057,1.129235
0.9328303,1.571641,0.4790298,0.8627584
0.8359566,1.480384,0.4601904,0.6531155
0.7356532,1.35808,0.4496762,0.5705377
0.625878,1.270561,0.4507784,0.651357
0.5034602,1.275001,0.4591627,0.8881996
0.3797572,1.402604,0.4712302,1.230693
0.2769842,1.648928,0.4919496,1.597875
0.2128625,1.972925,0.532856,1.898704
0.1871834,2.306451,0.6014258,2.05506
0.184384,2.57088,0.690764,2.022303
0.1890404,2.696939,0.7800157,1.800892
0.2007998,2.642169,0.8454615,1.436872
0.2341002,2.402807,0.873535,1.010648
0.3033892,2.015045,0.8654625,0.616903
0.4078545,1.547648,0.8307741,0.3413565
0.5296775,1.085215,0.7777575,0.2393649
0.6474616,0.709477,0.7097444,0.3227336
0.7516592,0.4799974,0.6299375,0.5576162
0.847266,0.4219052,0.5483067,0.8740669
0.9419061,0.5216296,0.4817108,1.184933
1.030696,0.7327821,0.4454389,1.408494
1.094017,0.9897895,0.4424729,1.490032
1.110277,1.225504,0.460894,1.415531
1.073005,1.388738,0.4813868,1.215016
0.9958198,1.456749,0.4899761,0.953918
0.9009798,1.439615,0.4848767,0.7154014
0.8023645,1.375647,0.4739899,0.5777938
0.698251,1.318935,0.4662349,0.5931194
0.5803342,1.323134,0.465805,0.7728531
0.4496073,1.425058,0.4738886,1.083883
0.3228909,1.632998,0.4941423,1.456163
0.2238465,1.922215,0.5345984,1.800288
0.1659826,2.240256,0.6023498,2.030206
0.1445519,2.518925,0.6944826,2.085214
0.1440866,2.690993,0.7945668,1.94554
0.1551961,2.70719,0.8778711,1.637964
0.1838059,2.549006,0.9231691,1.229021
0.244559,2.233758,0.9217319,0.8090425
0.344596,1.811627,0.8781723,0.4694995
0.4728997,1.354015,0.8040935,0.2803885
0.6060918,0.9377577,0.71137,0.2737664
0.7243932,0.6279905,0.6106553,0.4361471
0.8237238,0.4641321,0.5140714,0.7136461
0.9123262,0.452993,0.436635,1.026242
0.9957571,0.5693777,0.3924515,1.289312
1.065658,0.76523,0.3869883,1.435745
1.102758,0.9828815,0.4125012,1.432851
1.092269,1.170587,0.4507097,1.290751
1.036485,1.29542,0.4823594,1.058537
0.9530939,1.350338,0.4964371,0.811252
0.8607224,1.354179,0.493435,0.6290179
0.7649405,1.344026,0.481687,0.5756125
0.6585542,1.363485,0.4712075,0.6808784
0.5344872,1.448509,0.4705315,0.9323236
0.3997432,1.615872,0.487013,1.277368
0.2755446,1.856692,0.5279458,1.636322
0.1844118,2.136771,0.5981041,1.922374
0.1351421,2.404303,0.6946247,2.063735
0.1201209,2.601393,0.8036231,2.021496
0.1268361,2.678875,0.9019773,1.800214
0.1518285,2.608101,0.9656261,1.446475
0.2038543,2.388888,0.9784677,1.03776
0.2931093,2.04981,0.9374929,0.6630265
0.4168649,1.642692,0.8515444,0.4010238
0.5560704,1.231166,0.7364127,0.301184
0.6860078,0.8769453,0.6105173,0.3723557
0.7923972,0.6271016,0.4924573,0.5817504
0.8771123,0.5052649,0.3998131,0.8645617
0.9501355,0.5086699,0.3459927,1.141322
1.014557,0.6113266,0.336074,1.339072
1.060428,0.7727305,0.3636037,1.409682
1.072008,0.9492247,0.4121726,1.342277
1.042136,1.105001,0.4614974,1.164838
0.9790911,1.220444,0.4951828,0.9365775
0.8998009,1.29514,0.5062526,0.7313324
0.8154593,1.345823,0.4977398,0.6176589
0.7240413,1.399404,0.4800637,0.6403711
0.61604,1.483515,0.4671316,0.8082891
0.4890555,1.616743,0.4730731,1.091111
0.3560065,1.801878,0.5092654,1.426768
0.2404231,2.023249,0.5807957,1.736937
0.1615064,2.249079,0.6835112,1.94645
0.1238501,2.438311,0.8025887,2.002415
0.1193824,2.550355,0.9153643,1.887407
0.1396182,2.554523,0.9971189,1.623934
0.1850975,2.43763,1.028288,1.268801
0.2629706,2.207866,0.9995999,0.8990254
0.3754842,1.893481,0.9138998,0.5931739
0.5106367,1.537491,0.785093,0.4119678
0.6451761,1.188352,0.635342,0.3846293
0.758105,0.8914301,0.4905255,0.5023456
0.8422323,0.6798474,0.3751158,0.7221182
0.9047397,0.5698901,0.306155,0.9789061
0.9555953,0.5594487,0.2890907,1.20261
0.9961328,0.6309042,0.3164943,1.336461
1.017152,0.7572894,0.3714774,1.35105
1.008402,0.9092474,0.4333663,1.251269
0.9691118,1.062116,0.4839713,1.074149
0.9092698,1.200514,0.5116463,0.8781718
0.8406488,1.320356,0.5133492,0.7275804
0.7661726,1.427418,0.4951732,0.6749001
0.6787838,1.533032,0.4713727,0.7470118
0.5708369,1.649387,0.4613678,0.9376001
0.4458956,1.783478,0.4837554,1.208491
0.3216525,1.93441,0.5490937,1.499066
0.2207896,2.091124,0.654785,1.741245
0.1585052,2.23452,0.7843424,1.876453
0.1363662,2.340961,0.9126145,1.870202
0.1477437,2.387452,1.013089,1.720595
0.1876001,2.356839,1.06454,1.458608
0.2568633,2.242066,1.054471,1.140244
0.3572442,2.048472,0.9804504,0.8330861
0.4819505,1.793642,0.8510402,0.599779
0.6129035,1.504532,0.6862097,0.4834163
0.7278501,1.213851,0.5153327,0.4981919
0.8126169,0.9538263,0.3706167,0.6267959
0.86741,0.7523683,0.277562,0.8263746
0.9025653,0.6279346,0.2464762,1.04012
0.9274038,0.5882169,0.2703579,1.212168
0.9426298,0.629415,0.3297848,1.301466
0.9421618,0.7382884,0.4015726,1.291831
0.9213048,0.894908,0.4660389,1.194957
0.8825131,1.07699,0.5098683,1.046397
0.8331751,1.263432,0.5263003,0.8957516
0.777555,1.437636,0.5157671,0.7930619
0.7120901,1.589325,0.4879756,0.7756757
0.628649,1.715113,0.4623977,0.8582964
0.5244008,1.81713,0.463549,1.029081
0.4085906,1.901161,0.5110914,1.252662
0.3006277,1.973212,0.6095013,1.478642
0.2203893,2.037481,0.7443162,1.654119
0.1789213,2.093333,0.8873431,1.736747
0.17674,2.13524,1.007617,1.704915
0.2090726,2.152788,1.080863,1.56272
0.2720946,2.133229,1.092891,1.339123
0.3633809,2.064772,1.038768,1.080474
0.4769325,1.939804,0.9219734,0.8396844
0.5990312,1.758931,0.7563732,0.6636992
0.7101467,1.532324,0.5685756,0.5830102
0.7935351,1.280134,0.3945168,0.6054561
0.8431116,1.03027,0.2692976,0.7152076
0.8648431,0.8142721,0.2135261,0.8780905
0.8702439,0.6620078,0.2258504,1.050203
0.8679842,0.5955753,0.2859539,1.189421
0.8600964,0.6251503,0.3662267,1.26535
0.8446021,0.7461081,0.4429824,1.265911
0.8206298,0.9395632,0.5015005,1.199808
0.7899312,1.17568,0.534131,1.093045
0.754112,1.419038,0.5378429,0.9817158
0.710546,1.636055,0.5159162,0.9024837
0.6525147,1.801039,0.4822962,0.8830069
0.5748751,1.901586,0.4617812,0.9351863
0.4803762,1.939706,0.4819335,1.051924
0.3818104,1.930376,0.5586764,1.20906
0.2972731,1.897013,0.6860384,1.371309
0.2425084,1.863977,0.8369279,1.500651
0.2257205,1.850023,0.9754644,1.565518
0.2474277,1.862382,1.071312,1.548079
0.3039216,1.894515,1.107192,1.448584
0.3893114,1.92758,1.077374,1.285166
0.4951035,1.935076,0.9830683,1.08959
0.6082322,1.891208,0.8320427,0.9001702
0.712019,1.778194,0.6431981,0.7531195
0.7906211,1.593835,0.4493162,0.674896
0.8351828,1.353747,0.2908129,0.676456
0.8469114,1.090682,0.2004518,0.751698
0.8348694,0.8484095,0.1888729,0.87932
0.8105764,0.6722092,0.2408786,1.028227
0.7830572,0.5989312,0.3259132,1.164849
0.7571207,0.647185,0.4140037,1.26076
0.734511,0.8126418,0.4862987,1.298617
0.7149241,1.06766,0.5347129,1.276171
0.6961633,1.366411,0.5559813,1.205514
0.6731509,1.655287,0.5490043,1.110178
0.6390831,1.884125,0.5194357,1.018714
0.5884172,2.018202,0.4857382,0.9582675
0.5210991,2.045172,0.4770448,0.947439
0.4442768,1.978064,0.5202046,0.992146
0.3708855,1.850516,0.6230569,1.084119
0.3153585,1.708102,0.7671693,1.202596
0.2895738,1.595964,0.9159446,1.319204
0.3001741,1.546664,1.032086,1.40441
0.348116,1.57163,1.091903,1.43458
0.4282992,1.657564,1.087675,1.397811
0.5301269,1.770245,1.020785,1.296784
0.6382521,1.863573,0.8960032,1.149048
0.7357407,1.892378,0.7238368,0.9831055
0.8079127,1.825707,0.527762,0.8328726
0.8462969,1.656317,0.3454684,0.7296584
0.8500142,1.405279,0.2178987,0.695703
0.8249018,1.117899,0.1705042,0.7384951
0.7807668,0.8543674,0.2008558,0.8493486
0.7290462,0.6752344,0.2816722,1.004439
0.6805293,0.6260503,0.3777088,1.17062
0.6433917,0.7258918,0.4629049,1.312255
0.6209414,0.9605139,0.5262065,1.399397
0.6103617,1.28573,0.5653281,1.414722
0.6033912,1.635759,0.5786646,1.357384
0.5902589,1.939444,0.5652394,1.243786
0.5639065,2.136803,0.5330741,1.103205
0.5233086,2.192995,0.504801,0.971237
0.4732898,2.107187,0.5116483,0.8813727
0.4223892,1.911753,0.5755958,0.8565756
0.3803984,1.664167,0.6937664,0.9036426
0.3572076,1.432129,0.8369332,1.011054
0.3619431,1.27584,0.9646732,1.151523
0.4009614,1.233002,1.045102,1.288327
0.474401,1.308288,1.065126,1.384212
0.5733993,1.473253,1.025933,1.410716
0.6809806,1.672906,0.9327866,1.355932
0.7770651,1.841418,0.7910787,1.227983
0.8452752,1.919182,0.6130747,1.053993
0.8775717,1.870036,0.4260312,0.8741423
0.8738873,1.691907,0.2701581,0.7324354
0.8392167,1.41841,0.1824683,0.6657781
0.7807477,1.112072,0.1775601,0.6947257
0.7078613,0.8486661,0.2400159,0.8176202
0.6327616,0.6981246,0.3353057,1.01014
0.5692367,0.706514,0.4301974,1.230477
0.5279688,0.8826262,0.5069921,1.428537
0.5109967,1.195281,0.5624657,1.558272
0.5103676,1.579006,0.5969872,1.588515
0.512498,1.950002,0.6075532,1.511275
0.5062497,2.225788,0.5924009,1.34399
0.4883858,2.345817,0.5619737,1.125749
0.463411,2.286375,0.5421741,0.9083919
0.4387405,2.066463,0.5629783,0.7437585
0.4204436,1.742959,0.6387261,0.6708223
0.4131694,1.396597,0.7558027,0.7058405
0.4228347,1.111209,0.8788722,0.8381512
0.4574946,0.9532557,0.9706965,1.03244
0.5233266,0.9543234,1.01013,1.237089
0.6178061,1.104385,0.9951808,1.397542
0.7263284,1.353936,0.9326487,1.469818
0.8262265,1.628084,0.8275793,1.432551
0.8965528,1.845668,0.6838562,1.292709
0.926465,1.941861,0.5148517,1.084749
0.9167623,1.884792,0.3504456,0.862567
0.8744585,1.685144,0.2302035,0.6860195
0.8067668,1.393966,0.1835169,0.6057509
0.7198405,1.089616,0.2128823,0.6497171
0.6225907,0.8580106,0.2934441,0.815306
0.5295362,0.7694757,0.3898545,1.068758
0.4577374,0.8602934,0.4766595,1.352586
0.4182357,1.121837,0.5458775,1.599359
0.409122,1.501042,0.5991668,1.748138
0.4165754,1.913514,0.6355196,1.759998
0.4243474,2.262883,0.6482017,1.628041
0.4240626,2.46577,0.634637,1.380149
0.4186381,2.471718,0.6076819,1.072462
0.4166955,2.276861,0.5949048,0.7760845
0.4243675,1.924812,0.6223493,0.5597425
0.4421449,1.496177,0.6954745,0.4725295
0.4692389,1.089147,0.7930695,0.5319125
0.5094217,0.7942705,0.8802431,0.7185284
0.5709717,0.6731112,0.9291954,0.9816576
0.6589524,0.7428174,0.9315928,1.251639
0.7662283,0.9728329,0.8936861,1.457596
0.8719521,1.293412,0.8230762,1.54579
0.950703,1.614288,0.7209939,1.49359
0.9853764,1.848716,0.5888039,1.315911
0.9741426,1.935552,0.4406353,1.061606
0.9262589,1.85601,0.3075387,0.8013497
0.8523348,1.637961,0.2251206,0.6095535
0.7582417,1.348763,0.2132222,0.5448256
0.6480752,1.077422,0.2639352,0.6343483
0.5316275,0.9104008,0.3486763,0.8654582
0.4268792,0.9089266,0.4377743,1.188237
0.3532365,1.091323,0.5162325,1.526675
0.3194092,1.427086,0.5838725,1.797672
0.3178288,1.843343,0.6426549,1.931632
0.3302212,2.242322,0.6863553,1.890384
0.3415122,2.525769,0.7037618,1.677627
0.3494525,2.619466,0.6921027,1.338486
0.3628696,2.492382,0.6667133,0.9492425
0.3910758,2.16516,0.6547257,0.5986395
0.4349488,1.705365,0.676645,0.3661475
0.4880253,1.21163,0.7304719,0.3022411
0.5455313,0.789248,0.7928726,0.4155833
0.6112348,0.5251663,0.8358109,0.6714356
0.6941221,0.4667735,0.8444826,1.000176
0.7965384,0.6112851,0.8216684,1.315459
0.9054834,0.9077783,0.7769521,1.535855
0.9953735,1.271296,0.7137353,1.60644
1.042348,1.605392,0.6272889,1.512729
1.037358,1.826995,0.5165897,1.284458
